Sort Order,"Major area, region, country or area of destination",Notes,Country Code,Type of Data,Total,Other South,Other North,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1995189,French Guiana,,254,B,70131,2751,864,,,94,,,,,,,,,,,,,,,,,110,,,,,,,,,7022,,,,,,,,,,,,,,,1201,,,,,,,,,,,,,,,,,,493,,,,,,,,,,,,,,18094,,,,,,,,,,,,2180,,,,,2469,11381,,,,,,,,,,,,120,,,,,,,,,910,,,,,,,,,,,,,,,,4771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,,,,,,,,381,,,,,,1565,,,,,,,,,,,,,,,,,,,,,,,15381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995190,Guyana,,328,B,6352,478,243,,,,,,,,8,,,,,,,6,,,186,,,,,,,,,,,780,,,,,,,,,147,,,,,,422,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,,154,,,,,,,,,,,,,,,,,,,,,1681,,,,,,,,,,310,,,,,,,,,211,,459,,,,,768,,,,,,
1995191,Paraguay,,600,B,186570,4178,1196,,,,,,,,,57525,,,,,,,,,,,,,,,,976,,,,97450,,,,,,,,,1999,,,,,2425,1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,,,,,1994,,,,,,,,,,,,,,,,,,,,,,,,845,,2448,,,,,,,,,,,,,,,,,,,,,,,,,,,2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,,,,4026,,,,,,,,,,,,,,,,,,,,,,,,,,,1057,,,,,,,,,,,,,,,,,,,,,,,169,,1684,,3303,,,,,,,,,
1995192,Peru,,604,B,56732,305,566,,,11,,,9,,,7087,,,367,123,,,,,,,383,,,,,3572,,,,3033,,,42,,,,,,764,,,,,4483,2551,,,3706,,,,210,,57,564,,,56,54,,151,,,112,2491,12,67,,,10,,,,,,44,1441,21,,,,,1826,,,36,,,,,101,,,,30,,103,40,9,129,26,35,11,131,,316,2088,,2093,24,,,,,,,,43,,,,,,9,,,27,,,13,,,,,,931,,,,,,24,,,,,,423,,59,100,,,,,,65,,45,,215,,340,,201,124,80,85,,415,,,114,392,,,,,,14,,,,20,,,,,,,,17,,,72,,3168,,,,,176,486,,,13,,,,,,,33,,,,,150,,1034,,6151,,382,,,2021,,,,,,
1995193,Suriname,,740,C,22320,6479,2771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2594,,,,,,,,,,,,,,,2538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995194,Uruguay,,858,B,93428,4730,2063,,,,,,,,,17970,,,,,,,,,,,,,,,,,,,,11084,,,,,,,,,389,,,,,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,,,,,,2205,,,,,,,,,,,,,,,,,,,,,,,,14943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,,,,,,,,,,,,,,,,,,,,,,,,,,,1199,240,,2465,877,,,,,,748,,,,,,,,,,,,,,,,,,,,,,,,29447,,,,,,,,,,,,,,,,,,,,,,,523,,1036,,,,,713,,,,,,
1995195,Venezuela (Bolivarian Republic of),,862,B,1019996,1297,27,,16,82,,,164,,,9138,29,424,129,908,,,,,142,,450,17,,,,2031,44,20,,4590,,,124,,,,,,977,,,,,18675,8067,500,,588323,,,,1405,,358,10603,627,13,327,40,,126,,40,16240,26835,350,965,,24,45,,28,,,,63,4149,25,,,,11,4432,27,,922,,321,,,501,,,5577,1824,,369,896,,226,51,154,67,54,,792,57175,167,590,350,,,,62,,,122,7179,,,122,,128,,,,29,,,,,37,,,,3012,,,,238,,1297,46,,,,,628,,15,2193,,87,,,,78,,11,,1203,,294,32973,141,793,62567,701,,242,,,764,589,,,,40,,105,,,,1045,12,720,,,15,224,20,89,,,67,,92458,,419,,80,180,749,13662,,61,,,,,3174,12,113,,,,,184,,1761,,10925,,5364,,,,10,,,,,13
1995196,OCEANIA,,909,,5022287,67404,15814,8382,1315,2208,1617,181,370,0,15,13057,710,28,70752,23972,128,230,650,8277,345,829,5131,17,13,392,33,622,0,26278,413,4845,3,1911,2465,15,7,10,27443,55,35660,1,3,12,0,28801,140781,80131,1947,3436,0,130,16990,307,43,55933,438,54,23918,16181,237,291,10968,63,3,42,1316,40336,10028,0,1562,2556,178,2748,112,19,60470,9656,60216,3,3565,10,9,168,132366,1625,447,142981,0,92,4,1529,276,17,11,492,53,0,146,29068,480,92570,56635,19992,18129,60621,737,7358,261671,830,34662,2918,353,6448,4128,1761,88,11912,9573,79925,32,83,1390,8,4843,151,153,468,92611,113,12,57450,402,20,8,19621,44,1049,7124,19,80,3419,0,1767,528,11940,394,1491,1658,123041,4432,319391,785,7,1431,5517,46518,2353,3411,188,10179,2824,138,2760,343,4928,157614,75380,18951,1412,183,46382,316,52,13519,15593,27,21,19,13,0,47,67513,0,0,1185,195,49660,2797,195,33266,0,4671,8185,2341,2617,72165,0,15213,56557,3005,2734,76,7256,12729,6538,26,23292,4904,6,1808,23660,1205,1102,32718,18,0,2615,1218,17034,1005,1321202,1806,98760,0,11366,383,5375,915,161801,6478,0,314,3248,11320
1995197,Australia / New Zealand,,927,,4741947,52008,9273,8382,1315,950,94,181,370,0,15,13057,710,28,53227,23972,128,230,650,6353,345,829,5131,17,13,392,33,622,0,26278,413,4845,3,1911,2465,15,7,10,26885,55,35154,1,3,12,0,28801,127337,80124,1947,3436,0,130,16949,307,43,55933,438,54,23918,16181,237,291,10968,63,3,42,1316,40336,10028,0,1562,2556,178,2748,112,19,58606,9656,17470,3,317,10,9,168,131971,1625,447,142981,0,92,4,36,276,17,11,492,53,0,146,29068,480,90756,48292,19992,18129,60553,737,7358,261260,830,30809,2918,353,6448,1149,1761,88,11315,9573,79925,32,83,1390,8,4843,151,153,468,92362,113,12,57450,18,20,8,19621,0,1049,8,19,80,3419,0,1212,528,11940,394,491,1467,123030,1252,310921,785,7,1431,5500,46518,3,3411,188,8797,0,138,1560,343,4928,110304,75380,18951,85,183,40637,316,52,13519,15551,27,21,19,13,0,47,50726,0,0,1185,195,49660,2797,195,33194,0,4671,8185,1263,2617,72165,0,15025,56437,3005,2734,76,7256,12612,6538,26,23292,4904,6,1646,21010,1205,469,32718,18,0,1469,1218,17034,1005,1317881,1768,66543,0,11366,383,1005,915,160769,0,0,314,3248,11320
1995198,Australia,16,36,B,4153330,27180,600,7893,1315,950,94,181,370,,15,12541,710,28,,23165,128,230,650,5562,345,829,5131,17,13,392,33,622,,26278,413,3960,3,1911,2465,15,7,10,23310,55,27916,1,3,12,,27782,108346,68683,1947,3146,,130,3562,307,43,55036,438,54,23918,15921,237,291,10006,63,3,42,1316,39901,10028,,1562,2556,178,2563,112,19,40344,9656,16385,3,317,10,9,168,125092,1625,447,142981,,92,4,36,276,17,11,492,53,,146,28679,480,78297,45651,19260,16334,54399,737,7358,260694,830,24485,2918,353,6121,462,1761,88,11315,9573,79925,32,83,1390,8,4843,151,153,468,80793,113,12,57450,18,20,8,19621,,1049,8,19,80,3419,,1212,528,11346,394,491,1238,100236,1252,310921,785,7,1431,367,46518,3,3411,188,8707,,138,,343,4928,103492,74618,18951,85,183,28782,316,52,13159,12971,27,21,19,13,,47,9696,,,1090,195,49660,2797,195,29812,,4671,8185,1263,2113,61139,0,15025,52524,3005,2734,76,6612,10758,6538,26,18920,4904,6,181,7354,1205,469,32718,18,,88,1218,16704,1005,1100221,1768,55234,,11366,383,1005,915,157398,,,314,2979,10498
1995199,New Zealand,,554,B,588617,24828,8673,489,,,,,,,,516,,,53227,807,,,,791,,,,,,,,,,,,885,,,,,,,3575,,7238,,,,,1019,18991,11441,,290,,,13387,,,897,,,,260,,,962,,,,,435,,,,,,185,,,18262,,1085,,,,,,6879,,,,,,,,,,,,,,,389,,12459,2641,732,1795,6154,,,566,,6324,,,327,687,,,,,,,,,,,,,,11569,,,,,,,,,,,,,,,,,594,,,229,22794,,,,,,5133,,,,,90,,,1560,,,6812,762,,,,11855,,,360,2580,,,,,,,41030,,,95,,0,,,3382,,,,,504,11026,,,3913,,,,644,1854,,,4372,,,1465,13656,,,,,,1381,,330,,217660,,11309,,,,,,3371,,,,269,822
1995200,Melanesia,,928,,96828,5205,2089,0,0,594,0,0,0,0,0,0,0,0,16726,0,0,0,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,366,0,0,0,0,0,1301,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,22669,0,3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618,8327,0,0,68,0,0,267,0,369,0,0,0,1680,0,0,597,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,289,4065,0,0,0,0,0,0,0,0,1382,0,0,1148,0,0,2200,0,0,0,0,127,0,0,0,42,0,0,0,0,0,0,267,0,0,0,0,0,0,0,72,0,0,0,1032,0,0,0,109,120,0,0,0,0,0,0,0,0,0,0,0,1268,0,633,0,0,0,372,0,0,0,3128,38,1271,0,0,0,3985,0,578,6446,0,0,0,0
1995201,Fiji,,242,B,13001,1413,192,,,,,,,,,,,,1405,,,,,1334,,,,,,,,,,,,,,,,,,,,,,,,,,,835,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,,,,,,,,,1382,,,,,,,,,,,,,,,,,,,,,,267,,,,,,,,,,,,636,,,,,,,,,,,,,,,,,1203,,,,,,372,,,,646,,,,,,167,,,,,,,
1995202,New Caledonia,,540,B,43662,1233,1439,,,594,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,558,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22427,,3159,,,,,,,,,,,,,,,,,,,,,,949,,,,,,267,,,,,,,,,597,,,,,,,,,,,,,,,,,,,,,,,,,,555,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,633,,,,,,,,,,,,,,3654,,578,6446,,,,
1995203,Papua New Guinea,,598,C R,33526,1462,255,,,,,,,,,,,,14258,,,,,,,,,,,,,,,,,,,,,,,,,,366,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,244,7293,,,68,,,,,269,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,2602,,,,,,,,,,,,,,,2054,,,,,89,,,,42,,,,,,,,,,,,,,,72,,,,331,,,,,120,,,,,,,,,,,,40,,,,,,,,,,2245,38,1137,,,,155,,,,,,,
1995204,Solomon Islands,,90,B,4178,215,75,,,,,,,,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,100,,,,980,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,128,140,,,,,,,,,,,,1098,,,146,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,134,,,,9,,,,,,,
1995205,Vanuatu,,548,B,2461,882,128,,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,165,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,25,,,,,,,,,,152,,,,,,,,,,,,,
1995206,Micronesia,,954,,118687,4971,2209,0,0,0,17,0,0,0,0,0,0,0,261,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11157,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3358,0,0,0,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,7116,0,0,0,0,0,0,0,0,988,191,0,0,67,0,0,0,0,0,2350,0,0,0,2824,0,0,0,0,44590,0,0,1327,0,5426,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,631,0,0,0,18,0,26576,0,0,0,0,0,352,0,0,0,0,0
1995207,Guam,,316,B,71912,1518,1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,,,,,,,,,,,,,,,,,,,,,,169,,,,,,4962,,,,,,,,,,,,,,,,,,,2098,,,,1284,,,,,28576,,,194,,3411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23543,,,,,,352,,,,,
1995208,Kiribati,,296,B,2223,186,291,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,,,,18,,40,,,,,,,,,,,
1995209,Marshall Islands,,584,B,1480,133,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716,,,,,,,,,,,
1995210,Micronesia (Fed. States of),,583,B,3342,1722,493,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,342,,,,,154,,,,,58,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,212,,,,,,,,,,,
1995211,Nauru,,520,C,2605,157,48,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,0,,,,,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,
1995212,Northern Mariana Islands,,580,B,32376,1085,185,,,,,,,,,,,,,,,,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,7844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,,101,,,,,,1760,,,,,,,,,,191,,,,,,,,,,,,,1198,,,,,12905,,,1133,,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530,,,,,,,,,,,
1995213,Palau,,585,B,4749,170,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,,,,,,,,,,,,,,,,,159,,,,,,,,,2654,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,,,,,,,,,,,
1995214,Polynesia,17,957,,64825,5220,2243,0,0,664,1506,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,986,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,20077,0,89,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,16,0,0,0,0,0,144,0,126,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,12,0,11,2891,4338,0,0,0,17,0,0,0,0,0,0,0,52,0,0,520,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,16506,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,79,0,0,0,0,0,117,0,0,0,0,0,162,1374,0,0,0,0,0,143,0,0,0,175,0,4370,0,0,0,385,0,102,32,0,0,0,0
1995215,American Samoa,,16,B,23098,598,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,,520,,,,,192,,,,,,,,,,,16157,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1223,,,,,,,,,,,,3544,,,,,,102,,,,,
1995216,Cook Islands,,184,B,2686,51,28,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,2234,,,,10,,,,,,,,11,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,18,,,,,,,,,,,
1995217,French Polynesia,,258,B,28360,3217,532,,,664,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,19606,,,,,,350,,,,,,,,,,,,,,,,,38,16,,,,,,144,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,117,,,,,,,,,,,,,,,,,83,,408,,,,205,,,32,,,,
1995218,Niue,,570,B,480,22,44,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,57,,,,,,14,,,,,,,,,,,
1995219,Samoa,,882,B,4694,192,92,,,,1506,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,84,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,120,,10,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1468,,,,7,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,133,72,,,,,,66,,,,41,,365,,,,15,,,,,,,
1995220,Tokelau,,772,B,266,18,5,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,
1995221,Tonga,,776,B,3274,1068,1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,,,,,,,,,,,,,,,,,,,,,,,,,158,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995222,Tuvalu,,798,C,263,43,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,
1995223,Wallis and Futuna Islands,,876,B,1704,11,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,
1995224,EUROPE AND NORTHERN AMERICA,,1829,,86830777,2279133,1123540,162660,496355,917311,1021,3959,186552,850,19715,234032,658092,5343,226163,432710,1038895,27629,3681,235460,84100,1574003,343579,37944,16039,42085,620,58000,3338,1338723,2861,330826,327,6279,165462,9940,7301,95035,225311,65198,956281,708,9688,4147,15545,183418,1719566,486876,14577,509388,19599,65761,10,64271,62347,675890,870369,45153,128309,308553,15395,116607,187838,3888,25678,581578,269066,276274,692197,9544,37171,123522,918,133057,628,9984,44686,274631,957312,54,172,9411,18539,818577,2480339,174224,9619,754890,10912,36034,257,3,381022,19915,24127,263252,404493,26,205912,349558,20873,1577698,271010,584515,237866,794568,8266,173811,2467779,701129,454974,75925,3188181,175763,118,28540,518097,260829,206660,312549,495,34614,26933,2840,313129,37384,46185,12098,118382,306,54109,52162,3752,288,14404,86052,0,6897787,5005,4486,26786,140983,9316,1691094,79537,41693,1723,6,15489,547829,167,86148,209062,3877,227250,0,352645,277,135325,1889,599352,16,102426,1250,18500,316991,1534862,1554133,1547744,1384647,1707,863926,567128,78,804812,7094094,11350,1912,14954,17639,418,27251,14439,2420,9217,35501,142657,860995,15832,34701,69034,16099,186348,98399,201,121016,225402,1,908515,285910,35198,30974,172896,206764,290789,146518,459514,241422,2745,26137,2,14547,234719,427585,2622289,232511,240,115,76740,4833344,12880,2050467,64667,787834,134,51901,1176970,217,162671,1210022,451,243,24345,28165,50388
