Sort Order,"Major area, region, country or area of destination",Notes,Country Code,Type of Data,Total,Other South,Other North,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1995079,Northern Africa,,912,,2081640,60482,10444,640,362,24795,0,0,21,0,13,243,489,0,1434,1845,23,11,1219,756,0,841,2598,0,35,0,0,0,0,186,0,398,0,55,58,55,36,0,0,109,1891,0,18316,86815,0,20,4012,0,0,52,2705,1402,0,0,1238,96,0,0,77,191,93,14369,915,1110,0,0,9,35476,636,0,289108,16,0,498713,0,0,0,747,27828,0,0,0,28,0,29127,712,7,3881,0,0,0,0,7,1306,860,0,0,0,0,403,0,6029,9811,458,36635,87,0,728,17485,0,3533,17985,635,6660,0,10291,45,0,0,11792,0,36,9721,0,0,0,38,21,9783,12,2148,0,0,0,2159,0,0,57,0,246,6,0,0,10381,13,9,277,0,0,3021,0,88,0,355,26233,0,113,0,365,1637,1848,0,0,0,0,0,3277,1153,38,0,1199,901,45,0,731,26485,44,0,0,0,0,0,0,0,0,27941,3747,0,14,186,426,0,56,0,0,52667,675,3005,3833,685,267322,41586,0,1076,4188,27747,381,3254,0,0,0,0,0,3957,2699,142,0,0,57846,505,2144,11722,443,22582,0,0,337,0,25,0,0,166903,19566,22,30
1995080,Algeria,,12,B R,262032,8871,2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321,,,,,,3661,,,,,,,,,,,,,,,,,,1223,,4249,,,,1942,,,2272,,,,1308,,,,1395,,,2154,,,,,,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545,,,,,,,,,,3497,,,,,,,,,,6248,,,,,33836,5362,,,,3312,,,,,,,,,,,,,,,,1430,,2802,,,,,,,,166903,2480,,
1995081,Egypt,,818,B R,166955,6820,2273,188,96,573,,,21,,13,243,143,,418,557,23,11,325,143,,216,521,,35,,,,,33,,112,,55,58,55,36,,,109,382,,45,264,,20,501,,,52,527,39,,,181,96,,,77,191,93,94,240,247,,,9,,151,,359,16,,503,,,,178,2490,,,,28,,7378,186,7,1077,,,,,7,138,66,,,,,106,,823,1725,118,4401,87,,728,3710,,1105,3473,143,112,,2064,45,,,2232,,36,3176,,,,38,21,2168,12,192,,,,128,,,57,,59,6,,,627,13,9,277,,,863,,88,,88,567,,113,,94,401,403,,,,,,711,329,38,,278,240,45,,194,7112,44,,,,,,,,,5065,334,,14,42,84,,56,,,6209,170,,362,199,52935,11817,,297,1334,5198,68,844,,,,,,513,685,27,,,75,92,475,2573,126,5336,,,80,,25,,,,3850,22,30
1995082,Libya,,434,C,508041,,,452,266,2079,,,,,,,346,,1016,1288,,,894,613,,625,1197,,,,,,,153,,286,,,,,,,,,1509,,,744,,,1800,,,,2178,183,,,511,,,,,,,299,675,863,,,,11822,485,,1230,,,1470,,,,569,6208,,,,,,16289,526,,2804,,,,,,,213,,,,,297,,2902,6863,340,26910,,,,9034,,2428,12240,492,307,,6919,,,,7318,,,,,,,,,6351,,464,,,,345,,,,,187,,,,2534,,,,,,2158,,,,267,1870,,,,271,1236,1445,,,,,,2566,824,,,921,661,,,537,15828,,,,,,,,,,19379,952,,,144,342,,,,,40088,505,3005,900,486,179924,24407,,779,2854,17576,313,2410,,,,,,1826,2014,115,,,,413,1669,6959,317,13063,,,257,,,,,,13236,,
1995083,Morocco,,504,C,50360,7119,2893,,,8429,,,,,,,,,,,,,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,,,,,,,,,,,,,,,,1166,,,,,,,,,,,13813,,,,,,903,,,,,,,,,618,,,,,,,,,,,1075,,,,1189,,,,,,,,,,,847,,,737,,,,,,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,,,,,,,,,,,,2571,,,,,,,1284,,,,,,,,1618,,,,,,,,760,,1147,,,,,,,,,,,
1995084,Sudan,4,729,B R,1053396,33853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18271,85807,,,1711,,,,,,,,,,,,,,,13976,,,,,,21886,,,287519,,,496740,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304,,,,,,,,,,,,6241,,,,,,,,,2439,,,,,,,,1079,,,,,,,,,,,,,,,,,,,,,,,,23677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,0,,,,,,,,,,,,,,,,,,,,,57771,,,,,,,,,,,,,,,,
1995085,Tunisia,,788,C,37867,3742,2274,,,13669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,546,,,,,,,,,,,,,602,,,,,,,,,,,3841,,,,,,896,,,,,,,,,,,,,,,,,,,,0,,,,1610,,,,,,,,,,,,,,1215,,,,,,,,198,,,,374,,,,,,,,,7220,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,,,,,,,,,,,,,,627,,,,,377,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,
1995086,Western Sahara,,732,I,2989,77,47,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,550,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995087,Western Asia,,922,,16830424,1010556,312249,187343,2037,26225,0,0,0,0,0,29615,209572,0,6546,16854,592070,0,9793,978956,0,36858,10862,0,3,0,0,4,0,7221,3,7096,43,23,476647,0,2,0,0,20,7349,0,6,11458,0,2942,11236,57,0,1614,0,0,0,33,0,184,37,0,9506,925,100,258,3347,2,0,4,3,1132201,4,0,12051,1376,44,120252,0,0,2,1668,39425,0,0,0,0,122306,247039,152,2,91862,0,0,27,0,0,0,0,0,2,0,2,16877,36,2313948,913746,121975,200369,657,0,99169,7896,6,1580,237761,19498,131,0,43829,5986,2,9441,87179,0,0,22842,0,13095,30,3,3,835,0,0,36,0,0,269,4,0,1833,0,0,111,0,0,173772,4,102003,2,0,186312,23630,0,255,4,3,3537,0,84472,0,2183,9895,1002415,0,7,0,3,1064,452234,96598,154,2,10135,408,32511,0,145872,354276,0,0,0,0,0,0,0,0,0,52157,42,945,3,2,128,0,252,91,0,68035,11548,7115,4153,316332,1967905,293217,2,4690,12178,455498,7384,7244,0,0,0,0,6,43757,79754,6336,0,0,7,207395,69074,72063,180,89695,0,4963,66758,0,711,40,0,0,441636,48,108
1995088,Armenia,,51,B R,693999,21785,17428,,,,,,,,,,,,,,560521,,,,,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27684,700,,,3387,,,,,,,,,,,,,,,,10242,,,,,,,,,835,,,,,,,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3422,,,,,,,,,2075,871,,,,5665,,,,,,,1220,,,,,,,,
1995089,Azerbaijan,5,31,B R,344070,2070,1035,223,,,,,,,,,205368,,,,,,,,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,,,,,,,,,,,,61233,341,,,,,,,,,,,,,,,,,,,1832,,,,,,,,,4336,,,,3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,,,34436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,,,,,2540,2065,,,,3372,,,,,,,20391,,,,,,,,
1995090,Bahrain,,48,C,205979,3621,966,236,,,,,,,,,,,,,,,,24630,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,23628,,,558,,,392,,,,,118,,,,,,,,,,,,,,,,,,,,,,,74599,7640,,,,,,,,,4019,,,,1913,,,,800,,,,,,,,,,,,,,,,,,,,,,,,282,,,,,250,156,,,,,205,,,,,,25280,,,,,,10206,,,,13,,,,,,,,,,,,,,,108,,,,,,,,,,374,,586,,5119,1684,4760,,,,1955,,323,,,,,,170,1420,,,,,,1359,1493,,498,,,,,,,,,6464,,
1995091,Cyprus,6,196,B,61941,132,358,3,98,13,0,,,,,30,413,,1048,125,13,0,38,229,,119,92,0,3,0,,4,,24,3,21,,2,2165,,2,,0,20,529,,6,,,17,563,,,44,,,,2,,30,13,,,238,12,241,60,2,0,4,3,1824,4,,2,10,,29,,,2,174,323,0,,,,5376,914,30,2,8340,,,,,0,0,,,2,,2,122,12,967,61,423,111,273,,135,170,6,30,156,84,30,,82,9,2,58,969,,,81,,33,4,3,3,16,,,12,,0,,4,,23,,,,,,23,4,16,2,,20,170,,33,4,3,108,,7,,71,23,183,,7,,3,12,2535,249,23,2,4,3,331,,1902,4574,0,,,,,0,,,,82,3,891,3,2,12,,48,6,,4,1747,,55,3474,128,183,2,321,133,1146,3,92,,,,,6,13,215,4,,,7,1153,54,12804,51,1119,,2,26,,23,23,,,6,48,108
1995092,Georgia,7,268,B,152235,1983,662,,,,,,,,,,3297,,,,6433,,,,,2118,,,,,,,,,,,,,,,,,,,,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,720,,,,,,,,,,,,,1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,3302,,,,484,,398,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,3659,,396,89180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,,,,,,,,513,1335,,,,23412,,,,,,,9342,,,,,,,,
1995093,Iraq,,368,C R,199460,22927,582,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13058,,,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,44953,,,,,,,,9397,,,,364,,,,1383,,,,,,,,,,,,,,,182,,,,,,,,,532,,,,,,,,,,,,,,,,,619,,,,,,,,,,,,,,,248,,,,,,,,,,612,,,,,,,,,,377,,268,,,73847,3447,,,,5633,,,,,,,,284,17439,,,,,,262,,,,,,,,,,,,1819,,
1995094,Israel,,376,B R,1792185,18701,219076,2836,,25514,,,,,,29503,,,2435,6471,15271,,,,,32968,4294,,,,,,,,,6759,,,19887,,,,,,5666,,,,,2900,1002,,,1520,,,,,,,,,,,,,1261,,,,,22829,,,,,,50287,,,,516,23373,,,,,24200,27508,,,1723,,,,,,,,,,,,15907,,18225,,51220,77265,,,,4981,,,,8001,,,,1407,,8948,4570,,,19857,,12500,,,,,,,,,,,,,1721,,,,,,166657,,,,,,4717,,,,,,,,,,,,,,,,1021,,93907,,,,,26793,,131109,173915,,,,,,,,,,,,,,,,,,,,,9581,,3065,,,,,1149,3030,11277,4238,,,,,,,39320,32492,871,,,,170963,,17066,,56033,,4936,31147,,624,,,,37172,,
1995095,Jordan,,400,C R,1537097,1662,553,75,,320,,,,,,,29,,246,110,,,330,4677,,,61,,,,,,,197,,115,,21,77,,,,,,319,,,18,,,5718,24,,23,,,,,,25,,,87,24,71,,56,,,,,229396,,,115,,,57,,,,,388,,,,,,642,39,,96,,,,,,,,,,,,374,,2572,6415,117,40831,70,,956,447,,135,,14,,,573,,,,2625,,,761,,,,,,664,,,,,,87,,,,,,,,,563,,16,,,115,195,,53,,,28,,158,,31,657,4558,,,,,,3455,93,,,187,106,23,,320,653,,,,,,,,,,4802,,54,,,,,20,,,58,48,285,326,13104,1140038,2309,,96,148,54585,,100,,,,,,269,1101,,,,,263,205,724,,2433,,,,,42,,,,2664,,
1995096,Kuwait,,414,C R,921954,21240,7080,1068,,,,,,,,,,,,,,,231,110044,,,,,,,,,,,,,,,,,,,,,,,,697,,,,,,,,,,,,,,,,,,,,,,,,107006,,,2522,,,1776,,,,,505,,,,,,,,,,,,,,,,,,,,,,,332377,34017,,,,,,,,,18028,,,,,,,,3616,,,,,,,,,,,,,,,,,,,,,,,,1277,,,,,1134,729,,,,,929,,,,,,112925,,,,,,45266,,,,60,,,,,,,,,,,,,,,466,,,,,,,,,,1691,,..,,23883,7610,24089,,,,8831,,1460,,,,,,769,6416,,,,,,5852,6908,,2250,,,,,,,,,29202,,
1995097,Lebanon,,422,B R,608303,2631,853,,,,,,,,,,,,,,,,150,2124,,,,,,,,,,,,,,,,,,,,,,,,,,,2596,,,,,,,,,,,,,,,,,,,,,104377,,,,,,,,,,,177,,,,,,292,,,,,,,,,,,,,,,170,,1169,2911,,18572,,,434,,,,1196,,,,260,,,,,,,345,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,299,2077,,,,,,1572,,,,,,,,,297,,,,,,,,,,2185,,,,,,,,,,,,129,,5965,428088,1051,,,,24856,,,,,,,,,501,,,,,120,,329,,1108,,,,,,,,,1213,,
1995098,Oman,,512,C,539643,14193,4366,,,,,,,,,,,,,,,,294,82653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27544,,,,,,,,,,,663,,,,,,,,,,,,,,,,,,,,,,,282987,12728,,1361,,,,,,,8732,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,,59439,,,,,,7180,,,,77,,,,,,,,,,,,,,,595,,,,,,,,,,,,0,,14591,,8625,,,,,,,,,,,,,,,,,,,7470,5188,,,,,,,,,,,,,
1995099,Qatar,,634,C,361673,6192,1651,417,,,,,,,,,,,,,,,91,43199,,,,,,,,,,,,,,,,,,,,,,,,9228,,,,,,,,,,,,,,,,,,,,,,,,271,,,694,,,986,,,,,202,,,,,,,,,,,,,,,,,,,,,,,2975,130606,,,,,,,,,13371,,,,7067,,,,3377,,,,,,,,,,,,,,,,,,,,,,,,1412,,,,,498,442,,,,,282,,,,,,363,,,,,,44332,,,,,,,,,,,,,,,,,,,17817,,,,,,,,,,184,,660,,1033,8393,3452,,,,571,,2329,,,,,,300,2508,,,,,,41796,2677,,879,,,,,,,,,11418,,
1995100,Saudi Arabia,,682,C R,5122702,142112,29817,170388,,,,,,,,,,,,,,,,491297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366429,,,,,,62534,,,,,,,,,,,,,,,,,,,,,,,,,,,,929709,650793,,33020,,,,,,,92523,,,,,,,,58626,,,,,,,,,,,,,,,,,,,,,,,,,,101950,,,182078,,,,,,,,,,,,570555,,,,,,245507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205566,,183214,,,,313441,,,,,,,,,,,,,,,,,,,,,,,,,,,293143,,
1995101,State of Palestine,8,275,B,281767,20262,1772,,,,,,,,,,,,,,,,8161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96052,,,,54057,,,,16322,,,,2288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902,,,,,,,,,,,9645,,,,,,,,,,,,,,,20773,,,,,,,,,,,,,,,,,,,,5105,,,,,,,,830,,,,,,,10387,,,8244,,,,,,,,,1452,,
1995102,Syrian Arab Republic,,760,C R,830610,523154,14471,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,,289464,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995103,Turkey,,792,B R,1216173,144020,606,9633,1939,378,,,,,,82,465,,2817,10148,9832,,,192,,175,6415,,,,,,,7000,,201,43,,454518,,,,,,835,,,,,25,1020,33,,27,,,,31,,129,24,,9419,663,17,17,1970,,,,,1514,,,,65,44,34,,,,978,12558,,,,,3813,215428,83,,78316,,,27,0,,,,,,,,304,24,304,104,13188,21033,314,,1592,2298,,1415,525,2926,101,,167,1025,,37,662,,,1798,,152,26,,,155,,,24,,,,,,89,,,111,,,274,,21,,,,15095,,169,,,170,,84307,,2081,14,666,,,,,31,341,1999,131,,18,299,1366,,12145,14936,,,,,,,,,,3712,39,,,,116,,184,85,,14,172,,707,21,432,132,,3124,8867,5106,155,85,,,,,,297,,1190,,,,2447,1689,12029,129,12735,,25,4632,,22,17,,,39,,
1995104,United Arab Emirates,,784,C R,1824118,33691,8983,2088,,,,,,,,,,,,,,,498,219911,,,,,,,,,,,,,,,,,,,,,,,,1361,,,,,,,,,,,,,,,,,,,,,,,,207924,,,4928,,,3470,,,,,1118,,,,,,,,,,,,,,,,,,,,,,,667853,68471,,,,,,,,,35757,,,,16904,,,,7065,,,,,,,,,,,,,,,,,,,,,,,,2496,,,,,2217,1346,,,,,1815,,,,,,225750,,,,,,91840,,,,131,,,,,,,,,,,,,,,1005,,,,,,,,,,3304,,5187,,43576,14868,42130,,,,17252,,2855,,,,,,1505,12534,,,,,,,12845,,4396,,,,,,,,,57044,,
1995105,Yemen,,887,CR,136515,30180,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8886,,,2500,,,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,61684,,0,,,3353,19777,,,,2318,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
1995106,CENTRAL AND SOUTHERN ASIA,,921,,21247814,381481,318730,3356691,0,160,0,0,0,0,0,0,31542,0,2122,115,81090,0,10425,4131399,0,123210,0,0,0,0,117302,0,0,0,0,5387,0,23670,0,0,0,0,13190,0,4401,0,0,0,0,0,257719,0,0,0,0,0,0,0,0,0,0,0,31,0,33776,0,182,0,0,0,0,39,0,0,0,1895,0,0,0,0,1298,309,3793,0,0,0,0,12209,31156,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,2966706,85988,9318,835148,0,0,5,996,0,10472,34,85290,5541,0,12373,25806,59555,2710,101,0,0,4,0,9521,0,0,0,140202,1220,0,0,0,0,0,1455,0,0,0,0,0,0,0,0,0,304923,0,0,602996,74,0,169,0,30,1038,0,0,0,7036,87,1669511,0,0,0,0,0,247,6289,323,0,34,33406,19041,0,718,4095861,0,0,0,0,0,0,0,0,0,5934,0,0,2,0,16440,0,0,0,0,0,33,0,3,242526,0,0,0,76,218,8,88119,12090,0,0,0,0,0,0,29495,4514,0,0,1465,537810,12516,22246,0,35094,30,0,269456,0,0,31224,0,0,0,951,0
1995107,Central Asia,,5500,,5904795,207316,200418,15458,0,160,0,0,0,0,0,0,30969,0,0,79,80192,0,0,0,0,123210,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,62,0,0,0,0,0,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,33776,0,161,0,0,0,0,0,0,0,0,1895,0,0,0,0,0,303,0,0,0,0,0,12209,26705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,3677,78,0,0,0,0,0,0,0,83238,0,0,0,25806,0,2710,0,0,0,0,0,9521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,135,0,30,0,0,0,0,0,46,144,0,0,0,0,0,0,6289,0,0,0,33311,19041,0,718,4093296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,51386,0,0,0,0,0,0,0,28951,4277,0,0,0,537810,0,387,0,338,30,0,267620,0,0,278,0,0,0,31,0
1995108,Kazakhstan,,398,B,3251968,149889,165666,,,,,,,,,,7156,,,,35661,,,,,61663,,,,,,,,,,,,,,,,,,,,,,,,,1142,,,,,,,,,,,,,,32525,,,,,,,,,,,588,,,,,,,,,,,,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276,,588,,,,,,3785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32244,10999,,,2253497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8351,,,,,,,,27068,555,,,,302168,,,,,,,150058,,,,,,,,
1995109,Kyrgyzstan,,417,B,518338,5221,6086,,,,,,,,,,5997,,,,11702,,,,,24823,,,,,,,,,,,,,,,,,,,,,,,,,612,,,,,,,,,,,,,,1058,,,,,,,,,,,1307,,,,,,303,,,,,,8367,10548,,,,,,,,,,,,,,,,,,,,,,,,,,,,31791,,,,,,2122,,,,,,5736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6242,,,,1067,6653,,718,284678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13311,,,,,,,,928,2427,,,,69408,,,,,,,16955,,,278,,,,,
1995110,Tajikistan,,762,B,348347,259,217,12248,,160,,,,,,,221,,,79,209,,,,,771,,,,,,,,,,,,31,,,,,,,62,,,,,,60,,,,,,,,,,,,,,193,,161,,,,,,,,,,,,,,,,,,,,,753,166,,,,,,,,,,,,,,,,,760,,1473,78,,,,,,,,951,,,,15292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,135,,30,,,,,,46,144,,,,,,,47,,,,,1389,,,294449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,955,744,,,,2520,,387,,338,30,,12829,,,,,,,31,
1995111,Turkmenistan,,795,B,273565,1207,518,3210,,,,,,,,,9193,,,,9633,,,,,2662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,,,,,,,,,,,,,,,,,,,2204,,,,,,,,,25385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21432,,,,,,,,,,,,,10354,,,,,,,87778,,,,,,,,
1995112,Uzbekistan,,860,B,1512577,50740,27931,,,,,,,,,,8402,,,,22987,,,,,33291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14711,,,,,,,,,,,,,,,,,,,,,,,,,,,,25111,,,,5238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8292,,,,,,,,,551,,,,153360,,,,,,,,,,,,,,,
1995113,Southern Asia,,5501,,15343019,174165,118312,3341233,0,0,0,0,0,0,0,0,573,0,2122,36,898,0,10425,4131399,0,0,0,0,0,0,117302,0,0,0,0,5387,0,23639,0,0,0,0,13190,0,4339,0,0,0,0,0,255905,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,21,0,0,0,0,39,0,0,0,0,0,0,0,0,1298,6,3793,0,0,0,0,0,4451,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,2965946,85988,5641,835070,0,0,5,996,0,10472,34,2052,5541,0,12373,0,59555,0,101,0,0,4,0,0,0,0,0,140202,1220,0,0,0,0,0,1455,0,0,0,0,0,0,0,0,0,304923,0,0,602996,11,0,34,0,0,1038,0,0,0,7036,41,1669367,0,0,0,0,0,247,0,323,0,34,95,0,0,0,2565,0,0,0,0,0,0,0,0,0,5934,0,0,2,0,16440,0,0,0,0,0,33,0,3,242526,0,0,0,76,152,8,36733,12090,0,0,0,0,0,0,544,237,0,0,1465,0,12516,21859,0,34756,0,0,1836,0,0,30946,0,0,0,920,0
1995114,Afghanistan,,4,B,71522,12059,3669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36733,,,,,,,,,,,,,,,,,,,,1836,,,,,,,,
